# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-19 22:15:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /home/Lab_2/samples/code_4-20230319221541_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-2.61481,1,0.246045,3,7,0,2.6439,2.25443
-3.18841,0.999736,0.246045,4,15,0,3.57064,2.75328
-6.81996,0.99883,0.246045,3,15,0,7.4435,5.80781
-8.03205,0.933306,0.246045,3,15,1,8.23522,6.8093
-8.00582,1,0.246045,2,3,0,8.05446,6.78768
-9.25637,0.999923,0.246045,3,11,0,9.97081,7.81634
-4.76273,0.941171,0.246045,4,17,1,9.87244,4.09199
-2.45043,0.999986,0.246045,3,9,0,5.05607,2.10965
-1.94167,0.999987,0.246045,2,5,0,2.50764,1.65397
-2.32688,0.833072,0.246045,2,6,1,3.42664,2.00015
-2.33676,0.999998,0.246045,2,3,0,2.34002,2.00893
-1.40599,0.999853,0.246045,2,7,0,2.79831,1.15333
-1.93556,0.83296,0.246045,2,6,1,2.35223,1.64841
-0.864099,0.8,0.246045,2,5,1,2.77232,0.583556
-1.39767,0.993479,0.246045,2,7,0,1.98731,1.14527
-0.872763,0.999328,0.246045,2,7,0,1.95533,0.594053
-0.872064,1,0.246045,1,1,0,0.876416,0.59321
-0.879728,0.999937,0.246045,1,1,0,0.88085,0.602423
-1.08146,0.998761,0.246045,2,5,0,1.13282,0.827235
-2.16214,0.996994,0.246045,4,15,0,2.31512,1.85309
-1.36454,0.833271,0.246045,2,6,1,3.25122,1.11306
-1.05019,0.999862,0.246045,2,7,0,1.49901,0.794026
-0.74065,0.999517,0.246045,2,7,0,1.27441,0.418124
-0.757224,0.5,0.246045,1,2,1,1.68323,0.0679331
-0.669031,0.999595,0.246045,3,7,0,0.760125,0.282191
-0.865696,0.795319,0.246045,2,5,1,1.01105,0.585498
-2.82295,0.987868,0.246045,3,9,0,3.07255,2.43647
-2.80941,1,0.246045,1,1,0,2.82533,2.42466
-1.62615,0.999959,0.246045,3,11,0,3.08258,1.36283
-2.73746,0.832538,0.246045,2,6,1,3.43112,2.36186
-2.77013,0.999986,0.246045,2,3,0,2.78652,2.39039
-1.97985,0.833333,0.246045,2,6,1,3.72238,1.68867
-2.38995,0.999535,0.246045,2,5,0,2.57548,2.05612
-1.61224,0.857143,0.246045,2,7,1,2.65515,1.34978
-1.00754,0.999663,0.246045,4,15,0,2.15838,0.747948
-1.26709,0.8566,0.246045,2,7,1,1.35123,1.01705
-1.15279,0.999852,0.246045,1,3,0,1.35794,0.90149
-1.33292,0.998956,0.246045,2,7,0,1.59738,1.08212
-1.31721,1,0.246045,1,1,0,1.33362,1.06668
-0.884587,0.749439,0.246045,2,4,1,3.33836,0.608229
-0.872679,1,0.246045,2,3,0,0.884787,0.593952
-1.16544,0.665027,0.246045,1,3,1,2.11785,0.914468
-1.47513,0.856794,0.246045,2,7,1,1.48453,1.21985
-0.991362,0.999644,0.246045,2,7,0,1.88976,0.730203
-0.880762,0.999962,0.246045,3,7,0,1.02115,0.603661
-1.11113,0.999409,0.246045,2,7,0,1.11508,0.858352
-1.28457,0.932733,0.246045,3,15,1,1.5347,1.03443
-1.21006,0.999968,0.246045,1,3,0,1.31239,0.959855
-0.7906,0.999316,0.246045,2,7,0,1.59457,0.489678
-0.693664,0.999925,0.246045,2,5,0,0.808214,0.337974
-0.659525,0.5,0.246045,1,2,1,0.984237,0.155857
-0.652434,0.996555,0.246045,2,3,0,0.754995,0.195144
-0.670449,0.992135,0.246045,1,3,0,0.742894,0.286022
-0.724606,0.5,0.246045,1,2,1,1.00606,0.0837856
-0.69219,0.670351,0.246045,2,4,1,1.30853,0.335066
-0.714516,0.999563,0.246045,2,3,0,0.714968,0.375956
-0.669442,0.999469,0.246045,3,7,0,0.780756,0.283314
-0.678995,0.999758,0.246045,2,3,0,0.679737,0.307042
-0.780294,0.664847,0.246045,1,3,1,1.02745,0.475599
-1.43281,0.744157,0.246045,2,4,1,2.43458,1.17922
-0.973017,0.74953,0.246045,2,4,1,3.55427,0.709882
-2.68824,0.792238,0.246045,2,5,1,4.94861,2.3188
-4.22872,0.916311,0.246045,3,12,1,4.26276,3.64145
-3.3832,0.916667,0.246045,3,12,1,4.22897,2.92094
-4.02222,0.999703,0.246045,2,7,0,4.53276,3.4664
-6.34579,0.922823,0.246045,3,13,1,7.01767,5.41445
-6.33688,1,0.246045,1,1,0,6.35036,5.40705
-5.86309,0.999989,0.246045,2,5,0,6.55061,5.01287
-5.13214,0.916659,0.246045,3,12,1,6.53194,4.40213
-4.97121,0.999989,0.246045,1,3,0,5.25554,4.26715
-4.95685,1,0.246045,1,1,0,4.97385,4.2551
-4.95804,0.999998,0.246045,2,3,0,4.99049,4.2561
-5.08242,0.999991,0.246045,3,7,0,5.10769,4.36045
-5.10623,0.999996,0.246045,1,1,0,5.10689,4.38042
-5.0936,1,0.246045,1,1,0,5.1094,4.36982
-4.69198,0.923074,0.246045,3,13,1,5.23115,4.03246
-2.69085,0.857143,0.246045,2,7,1,7.24965,2.32109
-2.83514,0.99989,0.246045,1,3,0,2.94102,2.44709
-2.52512,0.999987,0.246045,2,5,0,2.90795,2.17555
-2.44239,0.999962,0.246045,3,7,0,2.67458,2.10254
-2.42004,1,0.246045,2,3,0,2.44284,2.08278
-0.98975,0.999827,0.246045,3,9,0,3.01156,0.728426
-1.28829,0.856618,0.246045,2,7,1,1.30061,1.03811
-1.69917,0.798958,0.246045,2,5,1,3.15266,1.43101
-1.01823,0.833333,0.246045,2,6,1,1.93914,0.759584
-1.52714,0.997785,0.246045,2,5,0,1.63026,1.26943
-1.50745,1,0.246045,1,1,0,1.52747,1.2507
-1.2109,0.999936,0.246045,2,5,0,1.60677,0.960697
-1.11516,0.999887,0.246045,1,3,0,1.27109,0.862553
-0.920654,0.799846,0.246045,2,5,1,1.49961,0.65053
-0.740722,0.666667,0.246045,1,3,1,1.39851,0.418236
-0.667987,0.998417,0.246045,2,7,0,0.756432,0.279285
-0.65852,0.999878,0.246045,1,3,0,0.673342,0.247743
-0.853147,0.992665,0.246045,2,5,0,0.886976,0.570145
-1.36138,0.998452,0.246045,2,7,0,1.49308,1.10997
-1.27904,0.857131,0.246045,2,7,1,1.39627,1.02894
-1.3795,0.999635,0.246045,1,3,0,1.4395,1.12762
-0.904321,0.999447,0.246045,2,7,0,1.81113,0.631537
-0.832417,0.883022,0.246045,2,7,0,0.903849,0.544273
-1.1152,0.997359,0.246045,2,7,0,1.25911,0.862603
-1.09995,1,0.246045,1,1,0,1.11559,0.846672
-0.907714,0.999143,0.246045,2,7,0,1.48137,0.635504
-0.755677,0.666667,0.246045,1,3,1,1.23276,0.440634
-0.703599,0.999578,0.246045,1,3,0,0.804031,0.356717
-0.885708,0.996215,0.246045,2,7,0,0.971554,0.609564
-0.653219,0.5,0.246045,1,2,1,2.3273,0.217049
-0.656369,0.999703,0.246045,1,3,0,0.659221,0.237988
-0.773518,0.94653,0.246045,3,7,0,0.904557,0.466176
-0.655511,0.5,0.246045,1,2,1,1.25821,0.23346
-0.672084,0.992732,0.246045,1,3,0,0.753993,0.130706
-0.786549,0.45129,0.246045,1,2,1,2.00195,0.484179
-0.837004,0.99924,0.246045,1,3,0,0.861095,0.550056
-0.798892,0.999276,0.246045,2,7,0,0.909406,0.0535003
-0.798892,0.261836,0.246045,1,2,1,2.76474,0.0535003
-0.798892,0,0.246045,0,1,1,1.18107,0.0535003
-0.798892,0,0.246045,0,1,1,2.0223,0.0535003
-0.963972,0.607122,0.246045,2,3,0,1.3332,0.0238319
-1.96464,0.438398,0.246045,3,9,0,2.01296,1.67486
-1.90836,0.999981,0.246045,2,3,0,2.00312,1.62362
-2.52332,0.874591,0.246045,3,8,1,3.05592,2.17397
-1.6904,0.857143,0.246045,2,7,1,2.83963,1.42285
-2.29139,0.856731,0.246045,2,7,1,2.81599,1.96857
-0.959398,0.8888,0.246045,3,9,1,2.78873,0.694648
-1.33141,0.664985,0.246045,1,3,1,2.74109,1.08064
-3.87629,0.870766,0.246045,3,8,1,4.96236,3.34237
-1.79602,0.999839,0.246045,3,11,0,5.16985,1.52064
-1.41249,0.999993,0.246045,3,7,0,1.82646,1.15961
-1.02116,1,0.246045,3,15,0,1.41097,0.762763
-1.97099,0.797318,0.246045,2,5,1,2.54435,1.68062
-2.0302,0.999959,0.246045,2,3,0,2.03673,1.73428
-1.179,0.75,0.246045,2,4,1,3.3598,0.928329
-1.18249,0.999891,0.246045,2,3,0,1.23207,0.931887
-1.5036,0.998853,0.246045,2,5,0,1.63185,1.24703
-0.664559,0.93329,0.246045,3,15,1,1.55384,0.14385
-0.664559,0,0.246045,0,1,1,1.39961,0.14385
-0.655184,0.99878,0.246045,3,7,0,0.686593,0.231589
-0.746021,0.986916,0.246045,2,7,0,1.09114,0.426289
-0.663604,0.666667,0.246045,1,3,1,0.96455,0.266127
-0.663604,0,0.246045,0,1,1,1.91304,0.266127
-0.685482,0.998139,0.246045,3,7,0,0.756891,0.113902
-0.691043,0.475312,0.246045,1,2,1,1.15245,0.332778
-0.820779,0.998849,0.246045,2,5,0,0.864964,0.529434
-0.80539,0.999937,0.246045,3,7,0,0.846131,0.509413
-0.658391,0.977194,0.246045,2,5,0,0.816136,0.247205
-0.658391,0,0.246045,0,1,1,1.71333,0.247205
-0.658391,0,0.246045,0,1,1,3.42269,0.247205
-0.765321,0.986869,0.246045,2,7,0,1.15748,0.454582
-1.13189,0.747283,0.246045,2,4,1,1.44066,0.879929
-1.53415,0.665605,0.246045,1,3,1,3.01738,1.27608
-1.55477,0.999964,0.246045,1,1,0,1.55505,1.29562
-1.75316,0.999806,0.246045,4,15,0,1.91141,1.48108
-1.30741,0.857143,0.246045,2,7,1,1.79985,1.05702
-1.02954,0.999908,0.246045,2,7,0,1.40526,0.771837
-1.00285,0.999885,0.246045,3,7,0,1.09923,0.742817
-0.690396,0.5,0.246045,1,2,1,2.61106,0.331478
-0.854207,0.89851,0.246045,3,7,0,1.05229,0.57145
-0.793999,0.99981,0.246045,1,3,0,0.889936,0.49426
-3.4683,0.849869,0.246045,3,8,1,4.92428,2.99396
-3.36293,0.999993,0.246045,1,3,0,3.51126,2.90353
-0.979129,0.999859,0.246045,3,11,0,4.35071,0.716677
-0.684459,0.75,0.246045,2,4,1,1.24215,0.319146
-0.730146,0.999139,0.246045,3,7,0,0.746784,0.401713
-0.725392,1,0.246045,1,1,0,0.730579,0.394067
-0.95597,0.663393,0.246045,1,3,1,1.77445,0.690793
-0.88559,1,0.246045,3,7,0,0.955449,0.609424
-0.871738,0.999862,0.246045,2,3,0,0.916877,0.592816
-0.804067,0.999774,0.246045,1,3,0,0.917528,0.507668
-0.775772,0.999904,0.246045,2,3,0,0.821689,0.469326
-1.27963,0.993936,0.246045,2,7,0,1.43276,1.02953
-0.739709,0.999743,0.246045,2,7,0,1.4738,0.41668
-0.676537,0.999145,0.246045,2,5,0,0.844796,0.301299
-0.654162,0.99875,0.246045,2,5,0,0.722112,0.224991
-0.654162,0,0.246045,0,1,1,1.28703,0.224991
-0.652366,0.999871,0.246045,2,5,0,0.65843,0.201436
-0.673145,0.99672,0.246045,2,7,0,0.707234,0.129131
-0.652476,0.994816,0.246045,2,7,0,0.714794,0.206175
-0.696449,0.997876,0.246045,2,7,0,0.698182,0.103476
-0.696449,0,0.246045,0,1,1,0.995898,0.103476
-0.696449,0,0.246045,0,1,1,1.40907,0.103476
-0.696449,0.4957,0.246045,1,1,0,0.833736,0.103476
-0.67498,0.47801,0.246045,1,2,1,1.04072,0.297548
-0.750819,0.726609,0.246045,1,3,0,0.906122,0.433468
-0.661583,0.998786,0.246045,2,7,0,0.87734,0.150475
-0.68009,0.382381,0.246045,2,3,0,0.917783,0.309535
-0.692957,0.5,0.246045,1,2,1,1.03119,0.106564
-0.692957,0,0.246045,0,1,1,1.83106,0.106564
-0.692957,2.60663e-05,0.246045,1,1,0,0.865607,0.106564
-0.735853,0.449062,0.246045,1,2,1,1.63424,0.410707
-0.802526,0.981027,0.246045,2,7,0,0.80435,0.505632
-0.654232,0.676978,0.246045,3,7,0,0.91936,0.225488
-0.755933,0.328219,0.246045,2,3,0,1.18391,0.441008
-1.03961,0.663244,0.246045,1,3,1,2.13956,0.782687
-1.02067,1,0.246045,2,3,0,1.03954,0.762236
-1.0291,0.999946,0.246045,2,3,0,1.04519,0.771358
-0.781877,0.833333,0.246045,2,6,1,1.03971,0.477781
-0.94351,0.6656,0.246045,1,3,0,1.28544,0.676703
-0.90382,1,0.246045,3,7,0,1.1445,0.63095
-0.660539,0.5,0.246045,1,2,1,2.2251,0.255612
-0.660539,0,0.246045,0,1,1,1.48197,0.255612
-0.90512,0.98568,0.246045,2,7,0,1.15351,0.632472
-0.918726,0.999909,0.246045,2,3,0,0.930066,0.6483
-1.02828,0.999504,0.246045,3,7,0,1.06223,0.770476
-0.925113,0.833278,0.246045,2,6,1,1.12093,0.655671
-0.907834,1,0.246045,2,3,0,0.924992,0.635644
-0.892162,1,0.246045,1,1,0,0.907742,0.617225
-0.991847,0.832993,0.246045,2,6,1,1.08351,0.730738
-0.917883,0.999869,0.246045,1,3,0,1.03298,0.647325
-0.714327,0.999646,0.246045,2,5,0,1.01587,0.375633
-0.652613,0.999556,0.246045,2,7,0,0.760253,0.191125
-0.666205,0.994477,0.246045,1,3,0,0.72686,0.274143
-0.860359,0.746174,0.246045,2,4,1,1.00848,0.578995
-0.709371,0.999936,0.246045,3,7,0,0.887834,0.36704
-0.7253,0.745151,0.246045,2,4,1,1.35932,0.0833869
-0.7253,0,0.246045,0,1,1,4.79918,0.0833869
-1.85808,0.809469,0.246045,3,9,0,1.97927,1.57765
-0.753189,0.875,0.246045,3,8,1,1.86526,0.436976
-0.813729,0.998718,0.246045,1,3,0,0.859715,0.520322
-0.915384,0.997202,0.246045,2,7,0,0.998207,0.0298249
-0.915384,0,0.246045,0,1,1,1.50299,0.0298249
-0.655832,1,0.246045,1,1,0,0.878872,0.168489
-0.703848,0.490285,0.246045,1,2,1,1.03607,0.357168
-1.30709,0.792674,0.246045,2,5,1,1.6048,1.0567
-0.951231,0.749632,0.246045,2,4,1,2.60042,0.685449
-0.665185,0.999848,0.246045,2,5,0,1.01236,0.27108
-0.765163,0.99879,0.246045,2,7,0,0.767835,0.454355
-0.661655,0.5,0.246045,1,2,1,1.59275,0.150301
-0.652359,0.995862,0.246045,3,7,0,0.751892,0.200074
-0.851777,0.473755,0.246045,1,2,1,2.16388,0.568454
-1.37696,0.993256,0.246045,2,7,0,1.95515,1.12515
-1.9097,0.998942,0.246045,2,5,0,1.99844,1.62484
-1.90012,0.999963,0.246045,2,3,0,1.96824,1.6161
-0.945083,0.874958,0.246045,3,8,1,2.09121,0.678489
-1.14224,0.997689,0.246045,2,7,0,1.52826,0.89063
-1.15396,0.999958,0.246045,1,1,0,1.15516,0.90269
-1.15313,1,0.246045,1,1,0,1.15906,0.90184
-1.20423,0.999488,0.246045,3,7,0,1.39513,0.953955
-1.5449,0.833019,0.246045,2,6,1,1.69339,1.28627
-1.50044,0.999998,0.246045,2,3,0,1.55326,1.24402
-1.48423,1,0.246045,1,1,0,1.50127,1.22855
-1.46115,1,0.246045,1,1,0,1.48424,1.20646
-1.28645,0.999781,0.246045,2,5,0,1.68923,1.03629
-0.973531,1,0.246045,2,7,0,1.3015,0.710455
-0.917015,0.999958,0.246045,1,3,0,0.99321,0.646319
-1.11563,0.997384,0.246045,2,7,0,1.52144,0.863051
-3.34223,0.870222,0.246045,3,8,1,3.68183,2.88574
-1.69043,0.87493,0.246045,3,8,1,5.12245,1.42288
-2.50909,0.79946,0.246045,2,5,1,3.58821,2.16143
-1.30807,0.999928,0.246045,3,9,0,2.82447,1.05767
-1.29601,1,0.246045,2,3,0,1.3095,1.04576
-3.59329,0.995634,0.246045,3,9,0,3.71367,3.10098
-3.66014,0.999964,0.246045,3,7,0,3.82822,3.15811
-3.65758,0.999997,0.246045,2,3,0,3.6908,3.15592
-3.37273,0.999995,0.246045,2,5,0,3.70648,2.91195
-2.92162,0.999963,0.246045,2,5,0,3.58526,2.52233
-2.14932,0.999801,0.246045,3,11,0,3.80623,1.84158
-2.25439,0.999888,0.246045,1,3,0,2.30395,1.9356
-1.64539,0.857143,0.246045,2,7,1,2.37724,1.38085
-1.75255,0.999787,0.246045,1,3,0,1.81217,1.48052
-1.23721,0.999756,0.246045,2,7,0,2.16771,0.987188
-0.944395,0.666667,0.246045,1,3,1,2.11395,0.677708
-0.652537,0.998574,0.246045,2,7,0,1.33746,0.207633
-2.26464,0.925671,0.246045,3,11,0,2.80116,1.94474
-2.62257,0.999819,0.246045,3,7,0,2.63029,2.26124
-2.52715,0.999992,0.246045,1,3,0,2.65788,2.17734
-1.34615,0.874987,0.246045,3,8,1,2.82261,1.09508
-0.846935,0.799879,0.246045,2,5,1,1.86131,0.562462
-0.670485,0.5,0.246045,1,2,1,1.5435,0.286117
-0.652963,0.999865,0.246045,2,7,0,0.674036,0.214225
-0.741008,0.328982,0.246045,2,3,0,1.12569,0.418674
-1.12637,0.992819,0.246045,2,7,0,1.49381,0.874212
-0.689044,0.999738,0.246045,2,7,0,1.26711,0.328734
-0.654326,0.999796,0.246045,2,7,0,0.697528,0.226145
-0.702727,0.909638,0.246045,1,3,0,0.84792,0.355123
-0.695381,0.999766,0.246045,3,7,0,0.732251,0.341315
-0.886296,0.74397,0.246045,2,4,1,1.55429,0.610264
-1.29333,0.832126,0.246045,2,6,1,1.35478,1.0431
-1.28146,1,0.246045,1,1,0,1.29478,1.03134
-0.94475,0.999754,0.246045,2,5,0,1.46264,0.678111
-1.80253,0.745972,0.246045,2,4,1,3.31332,1.52664
-1.89849,0.999855,0.246045,1,3,0,1.94041,1.61461
-1.80618,0.99998,0.246045,1,3,0,1.93591,1.53
-0.894195,0.875,0.246045,3,8,1,1.80092,0.619629
-1.20553,0.997391,0.246045,2,5,0,1.36778,0.95527
-1.89254,0.832445,0.246045,2,6,1,2.11173,1.60917
-1.35052,0.466595,0.246045,4,15,0,2.3404,1.09936
-0.716266,0.74972,0.246045,2,4,1,2.3954,0.378935
-0.656334,0.722164,0.246045,1,3,0,0.884483,0.237814
-0.868539,0.918926,0.246045,2,3,0,0.89242,0.0373507
-0.71931,0.297202,0.246045,1,2,1,1.90857,0.384053
-0.969626,0.994406,0.246045,2,5,0,1.1279,0.706101
-0.65256,0.433655,0.246045,3,7,0,1.07998,0.208124
-0.659605,0.998666,0.246045,2,7,0,0.680586,0.155632
-0.659605,0.39907,0.246045,1,1,0,0.902693,0.155632
-0.694826,0.974014,0.246045,2,7,0,1.01485,0.340241
-0.694826,0,0.246045,0,1,1,2.68383,0.340241
-0.652465,1,0.246045,1,3,0,0.878662,0.194258
-0.670686,0.995435,0.246045,2,3,0,0.722981,0.132866
-0.670686,0,0.246045,0,1,1,0.938692,0.132866
-1.02557,0.710967,0.246045,2,4,1,1.28468,0.767542
-0.872991,0.857128,0.246045,2,7,1,1.04545,0.594328
-1.02964,0.999066,0.246045,2,5,0,1.05279,0.771944
-1.01448,1,0.246045,1,1,0,1.02985,0.755516
-1.52137,0.7459,0.246045,2,4,1,4.03672,1.26394
-1.54091,0.999965,0.246045,1,1,0,1.5413,1.28249
-1.63463,0.999523,0.246045,3,7,0,1.92564,1.37078
-1.95494,0.857025,0.246045,2,7,1,2.05536,1.66604
-1.82789,0.999946,0.246045,1,3,0,2.0427,1.54996
-2.11893,0.999833,0.246045,2,7,0,2.72956,1.81428
-2.06581,0.999992,0.246045,3,7,0,2.15993,1.76644
-1.94833,0.999962,0.246045,1,3,0,2.13546,1.66003
-1.34829,0.8,0.246045,2,5,1,2.51911,1.09718
-1.36501,0.999894,0.246045,2,3,0,1.41256,1.11351
-1.1603,0.999538,0.246045,2,7,0,1.71377,0.909203
-1.15684,0.999976,0.246045,2,3,0,1.18085,0.905651
-1.40214,0.856855,0.246045,2,7,1,1.40317,1.14959
-1.44362,0.999888,0.246045,3,7,0,1.52598,1.18962
-2.52404,0.997911,0.246045,3,11,0,3.19679,2.1746
-1.73581,0.857108,0.246045,2,7,1,3.50496,1.46502
-1.83601,0.999831,0.246045,1,3,0,1.88427,1.55742
-3.28316,0.998818,0.246045,3,11,0,3.76781,2.83493
-2.87234,0.999975,0.246045,2,7,0,3.44744,2.47949
-2.98293,0.999935,0.246045,1,3,0,3.03442,2.57556
-5.97944,0.998977,0.246045,3,11,0,6.28097,5.10978
-6.09693,0.999995,0.246045,3,7,0,6.09746,5.20756
-6.21407,0.999985,0.246045,1,3,0,6.26584,5.30499
-7.3659,0.999903,0.246045,3,11,0,7.95301,6.25954
-5.13837,0.916667,0.246045,3,12,1,7.93383,4.40735
-2.15094,0.999955,0.246045,3,15,0,5.87555,1.84304
-2.25269,0.999894,0.246045,1,3,0,2.29801,1.93408
-1.3894,0.833333,0.246045,2,6,1,2.63237,1.13724
-3.38321,0.996054,0.246045,3,11,0,3.91955,2.92095
-3.59141,0.999903,0.246045,2,5,0,3.83694,3.09936
-4.09105,0.999845,0.246045,2,7,0,4.35891,3.52481
-3.73291,1,0.246045,3,7,0,4.10306,3.22021
-2.64478,0.999987,0.246045,3,11,0,3.90366,2.28072
-2.50465,0.999967,0.246045,1,3,0,2.74504,2.15751
-2.37656,0.99997,0.246045,1,3,0,2.58558,2.04426
-0.831915,0.999767,0.246045,3,11,0,3.1661,0.543637
-0.672889,0.428571,0.246045,3,7,0,0.916197,0.292352
-0.652623,0.992545,0.246045,1,3,0,0.760063,0.190958
-0.652504,0.999996,0.246045,3,7,0,0.652801,0.193271
-0.663148,0.996606,0.246045,1,3,0,0.707507,0.264644
-0.652401,0.999182,0.246045,2,5,0,0.693038,0.203655
-0.665416,0.99819,0.246045,1,3,0,0.691923,0.14213
-0.708828,0.48171,0.246045,1,2,1,1.18588,0.366083
-0.715913,0.99985,0.246045,1,1,0,0.715936,0.378335
-0.947916,0.74778,0.246045,2,4,1,1.08418,0.6817
-0.661012,0.999827,0.246045,2,7,0,1.01462,0.257334
-0.882656,0.484847,0.246045,1,2,1,2.04591,0.605925
-0.898901,0.999874,0.246045,1,1,0,0.898904,0.625176
-0.892275,0.999966,0.246045,2,3,0,0.912692,0.61736
-1.00842,0.998841,0.246045,2,5,0,1.13891,0.748908
-1.1042,0.999315,0.246045,1,3,0,1.17286,0.851121
-2.31412,0.745679,0.246045,2,4,1,5.19158,1.9888
-2.49963,0.999912,0.246045,3,7,0,2.54441,2.15308
-2.59812,0.999927,0.246045,1,3,0,2.63704,2.23977
-2.58719,1,0.246045,3,7,0,2.60118,2.23017
-2.20826,0.999966,0.246045,2,7,0,2.72916,1.89438
-2.20342,1,0.246045,1,1,0,2.21331,1.89006
-1.62485,0.857116,0.246045,2,7,1,2.68798,1.36161
-1.41519,0.857143,0.246045,2,7,1,1.65159,1.16221
-1.00312,0.666667,0.246045,1,3,1,3.08587,0.74312
-0.82169,0.743467,0.246045,3,7,0,1.39304,0.530604
-0.832099,0.999894,0.246045,1,1,0,0.832382,0.543871
-0.770565,0.99975,0.246045,1,3,0,0.874448,0.462024
-0.799297,0.999268,0.246045,3,7,0,0.878566,0.501345
-0.848668,0.822534,0.246045,2,7,0,0.869913,0.56461
-0.852215,0.999968,0.246045,1,1,0,0.854468,0.568995
-1.0206,1,0.246045,2,3,0,1.0206,0.0185021
-0.664201,0.771434,0.246045,1,1,0,1.29394,0.268028
-0.844053,0.991507,0.246045,2,5,0,0.976888,0.558878
-1.25955,0.743991,0.246045,2,4,1,3.22085,1.00954
-1.35788,0.999632,0.246045,1,3,0,1.41539,1.10655
-1.24909,0.999895,0.246045,1,3,0,1.43265,0.999093
-1.22303,0.999935,0.246045,2,3,0,1.28962,0.972941
-1.13543,1,0.246045,3,7,0,1.22274,0.883592
-0.667749,0.75,0.246045,2,4,1,1.44741,0.13778
-0.655582,0.992732,0.246045,1,3,0,0.74621,0.233851
-1.07627,0.725478,0.246045,2,4,1,1.76644,0.821754
-0.779195,0.811667,0.246045,2,5,0,1.25758,0.474081
-0.654575,0.920807,0.246045,2,5,0,0.864471,0.22782
-0.654575,0,0.246045,0,1,1,1.92314,0.22782
-0.656386,0.999939,0.246045,3,7,0,0.657859,0.238076
-0.85432,0.483916,0.246045,1,2,1,1.91732,0.571589
-0.70284,0.999827,0.246045,2,5,0,0.906881,0.355331
-0.714962,0.999603,0.246045,3,7,0,0.746109,0.376718
-0.977256,0.994583,0.246045,2,7,0,1.15654,0.714598
-0.86828,0.999961,0.246045,3,7,0,1.0064,0.588634
-1.13605,0.665232,0.246045,1,3,1,1.93705,0.884238
-1.04386,0.999994,0.246045,3,7,0,1.14897,0.787242
-1.05827,0.999978,0.246045,2,3,0,1.05871,0.802644
-0.972046,0.999852,0.246045,1,3,0,1.11342,0.708801
-0.904576,0.999891,0.246045,1,3,0,1.00532,0.631836
-0.724048,1,0.246045,3,7,0,0.841309,0.391877
-0.655365,0.5,0.246045,1,2,1,1.1578,0.17057
-0.652537,0.999854,0.246045,2,7,0,0.658274,0.192557
-0.940296,1,0.246045,1,1,0,0.946487,0.026559
-0.785017,0.830569,0.246045,2,3,0,0.898609,0.0577756
-0.785017,0,0.246045,0,1,1,0.977211,0.0577756
-1.11606,0.739141,0.246045,4,15,0,1.80689,0.863491
-0.816757,0.833264,0.246045,2,6,1,1.28399,0.524247
-0.708109,0.666667,0.246045,1,3,1,1.02799,0.364814
-0.927874,0.996707,0.246045,3,7,0,0.928109,0.658847
-1.46612,0.747966,0.246045,2,4,1,2.02873,1.21122
-0.834508,0.5,0.246045,1,2,1,5.84126,0.546914
-1.09021,0.66506,0.246045,1,3,1,1.8582,0.836455
-1.18183,0.857051,0.246045,2,7,1,1.18187,0.93121
-1.67596,0.856601,0.246045,2,7,1,1.75469,1.4094
-1.187,0.8,0.246045,2,5,1,2.05072,0.936471
-1.09563,0.999893,0.246045,1,3,0,1.24143,0.842145
-0.919396,0.833333,0.246045,2,6,1,1.12446,0.649076
-1.23933,0.832224,0.246045,2,6,1,1.40641,0.989313
-1.09649,0.833282,0.246045,2,6,1,1.40128,0.843049
-1.52963,0.665307,0.246045,1,3,1,3.28453,1.27179
-1.04805,0.833333,0.246045,2,6,1,1.61051,0.79173
-1.48162,0.997479,0.246045,2,7,0,1.78968,1.22606
-2.01782,0.856659,0.246045,2,7,1,2.43706,1.72307
-2.37038,0.833127,0.246045,2,6,1,3.27027,2.03877
-2.05047,0.999728,0.246045,2,7,0,3.09567,1.7526
-2.0334,1,0.246045,2,3,0,2.05161,1.73717
-1.26575,0.874776,0.246045,3,8,1,3.06274,1.01572
-1.35857,0.999666,0.246045,1,3,0,1.40774,1.10723
